id,Duration (in seconds),Q1.2,Q2.1,Q2.2,Q2.3,F4_1,F4_2,F4_3,F4_4,F4_5,Q2.5,Q3.1_1,Q3.1_2,Q3.1_3,Q3.1_4,Q3.1_5,Q3.1_6,Q3.1_7,Q3.1_8,Q3.1_9,Q3.1_10,Q3.1_11,Q3.1_12,Q3.1_13,Q3.2_1,Q3.2_2,Q3.2_3,Q3.2_4,Q3.2_5,Q3.2_6,Q3.2_7,Q3.2_8,Q3.2_9,Q3.3,Q4.1,Q4.1_11_TEXT,Q4.2_1,Q4.2_2,Q4.2_3,Q4.2_4,Q4.2_5,Q4.2_6,Q4.2_7,Q4.2_8,Q4.3_1,Q4.3_2,Q4.3_3,Q4.3_4,Q4.3_5,Q4.3_6,Q4.3_7,Q4.3_8,Q4.3_9,Q4.4_1,Q4.4_2,Q4.4_3,Q4.4_4,Q4.4_5,Q4.4_6,Q4.4_7,Q4.4_8,Q4.4_9,Q4.4_10,Q4.4_11,Q4.4_12,Q4.4_13,Q4.4_14,Q4.6_1,Q4.6_2,Q4.6_3,Q4.6_4,Q4.6_5,Q4.6_6,Q4.6_7,Q4.6_8,Q4.6_9,Q4.6_10,Q4.6_11,Q4.7_1,Q4.7_2,Q4.7_3,Q4.7_4,Q4.7_5,Q4.7_6,Q4.7_7,Q4.8_1,Q4.8_2,Q4.8_3,Q4.8_4,Q4.8_5,Q4.9_1,Q4.9_2,Q4.9_3,Q4.9_4,Q4.9_5,Q4.9_6,Q4.9_7,Q4.9_8,Q4.9_9,Q4.9_10,Q4.9_11,Q4.10_1,Q4.10_2,Q4.10_3,Q4.10_4,Q4.10_5,Q4.10_6,Q4.11_1,Q4.11_2,Q4.11_3,Q4.11_4,Q4.11_5,Q4.11_6,Q4.11_7,Q4.11_8,Q4.11_9,Q5.1_1,Q5.1_2,Q5.1_3,Q5.1_4,Q5.1_5,Q5.1_6,Q5.1_7,Q5.1_8,Q5.1_9,Q5.2_1,Q5.2_2,Q5.2_3,Q5.2_4,Q5.2_5,Q5.2_6,Q5.2_7,Q5.2_8,Q5.2_9,Q5.3_1,Q5.3_2,Q5.3_3,Q5.3_4,Q5.3_5,Q5.3_6,Q5.3_7,Q5.3_8,Q5.3_9,Q9.1,sex,age,pref
2560,2176,1,2,8,99,0,0,0,0,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,99,1,99,99,99,88,5,99,5,49,25,24,,,28,,,,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,5,6,6,6,6,6,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,5,88,88,5,88,88,99,99,,,,,,,,,,6,6,2,2,3,5,3,6,3,,,,,,,,,,1,2,68,46
2561,886,1,3,6,5,0,0,0,1,1,3,3,3,2,3,3,3,2,2,3,2,2,3,3,,,,,,,,1,,,12,,,8,6,7,3,6,,,1,2,1,2,1,2,5,3,4,40,42,8,42,41,41,,50,50,50,,,,,3,3,3,3,3,4,3,4,5,4,3,4,4,4,3,4,3,2,3,4,3,3,3,3,3,3,3,3,3,3,1,4,4,3,3,3,2,3,3,2,4,4,4,3,4,3,4,4,3,3,2,3,4,2,2,2,3,2,,,,,,,,,,,,,,,,,,,1,2,52,23
2562,1697,1,99,10,99,0,0,0,0,0,3,3,2,3,3,3,3,3,2,3,88,3,2,2,,,,,,,,1,,,12,,5,9,3,7,1,6,6,,3,1,1,1,2,3,3,3,4,70,40,1,15,50,45,0,35,60,50,60,25,50,35,4,3,4,3,1,2,4,4,6,88,1,88,3,2,88,1,2,2,3,2,4,3,3,3,3,3,3,1,2,3,4,6,88,1,4,4,4,4,4,3,5,5,3,4,5,88,5,5,5,,,,,,,,,,5,5,5,5,2,5,5,4,5,,,,,,,,,,1,1,28,27
2563,1526,1,2,10,6,0,0,0,0,3,3,1,3,1,3,3,1,2,1,1,1,3,3,3,,,,,,,1,,,,12,,,,,,,,,,5,5,1,1,4,1,2,1,4,31,34,33,32,37,26,10,41,44,44,42,41,39,39,1,1,1,2,1,1,1,1,2,1,1,88,3,88,3,2,3,2,1,2,1,3,1,2,1,2,2,1,3,1,1,2,1,1,4,4,4,4,4,4,4,5,6,4,3,1,3,4,4,,,,,,,,,,,,,,,,,,,4,5,5,5,4,2,5,2,3,1,2,67,21
2564,957,1,2,1,5,0,1,0,0,0,3,3,1,3,2,3,3,3,1,1,2,3,1,3,1,,,,,,1,,,1,5,,4,8,4,6,2,9,3,5,2,1,2,2,1,3,2,2,4,45,63,39,71,61,37,50,77,65,95,36,63,76,64,2,3,3,4,3,4,4,1,4,4,3,4,5,3,3,6,4,2,2,6,2,3,2,3,4,4,4,3,5,4,4,6,4,3,3,5,4,3,6,4,5,6,4,88,5,3,88,4,4,3,2,2,2,4,3,3,3,2,,,,,,,,,,,,,,,,,,,1,2,39,34
2565,1702,1,2,6,4,0,0,0,0,2,3,3,3,2,3,3,3,2,1,3,2,3,2,3,,,,,1,,,,,,9,,6,8,2,6,1,6,4,6,2,2,1,1,2,4,4,4,4,26,10,6,75,58,13,77,28,31,39,42,13,22,3,2,3,4,3,3,3,3,5,5,4,4,3,4,4,3,4,4,2,5,6,5,5,5,3,3,3,3,3,3,3,5,6,4,3,3,3,3,3,4,4,5,6,4,4,4,4,6,5,5,,,,,,,,,,,,,,,,,,,4,2,2,2,2,2,3,1,2,1,2,72,28
2566,850,1,4,7,10,0,1,0,0,0,3,3,3,3,3,3,3,3,3,1,3,3,3,3,1,,,,,,,,,1,1,,7,7,3,7,0,7,6,,4,3,2,2,4,2,2,3,4,71,28,0,68,59,52,,50,63,61,62,62,44,37,4,4,4,2,3,3,4,3,4,4,4,3,4,3,3,4,3,2,4,4,5,5,5,4,4,2,1,2,3,3,1,4,3,4,3,4,3,3,4,3,3,4,4,3,4,3,4,4,4,,,,,,,,,,,,,,,,,,,2,4,2,2,3,2,3,2,2,1,1,53,23
2567,708,1,1,8,8,0,1,1,0,0,3,3,1,3,3,1,1,3,1,3,1,2,1,3,,,,,,1,1,,,,8,,4,3,3,8,7,7,2,3,5,1,1,1,3,3,1,1,4,100,65,65,56,100,100,65,100,100,100,76,79,77,36,1,1,5,4,4,4,1,5,6,5,4,6,6,6,6,6,6,2,1,7,2,2,4,4,4,4,4,4,4,4,4,6,6,5,6,6,6,6,6,6,4,4,4,1,4,2,6,1,5,,,,,,,,,,5,1,4,4,3,5,1,1,1,,,,,,,,,,1,2,34,40
2568,634,1,3,1,4,2,1,1,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,1,1,3,3,5,4,99,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,5,4,2,88,88,88,88,88,88,99,,,,,,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,,,,,6,6,2,2,2,1,6,1,2,1,1,49,11
2569,247,1,99,1,99,0,0,0,0,0,99,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,1,,99,,,,,,,,,,99,1,99,2,3,99,99,99,1,,,,,,,,,,,,,,,1,3,4,5,3,3,,5,3,3,4,4,1,4,2,3,3,3,,,,,,2,4,1,4,2,4,3,3,3,4,1,5,4,3,2,4,2,3,2,2,4,5,4,2,4,3,,,,,,,,,,4,2,3,5,4,2,5,1,3,,,,,,,,,,1,1,20,47
2570,302,1,4,5,3,0,0,0,0,0,3,3,2,3,3,3,3,3,3,3,88,3,3,3,,,,,,1,,,,,12,,,,,,,,,,2,1,1,1,3,4,2,4,4,5,,,,,,,59,45,62,40,42,60,60,1,1,1,1,1,1,1,1,2,1,2,4,5,4,4,5,1,2,1,1,1,,1,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,4,3,5,5,5,5,5,1,4,5,5,,,,,,,,,,,,,,,,,,,4,4,4,3,3,3,3,4,4,1,1,56,23
2571,211761,1,2,10,99,0,0,0,0,2,3,3,3,2,3,3,3,3,3,3,88,2,2,3,,,,,,,,1,,,12,,,,,,,,,,1,1,1,1,1,1,5,88,4,50,22,0,63,31,20,,48,51,50,,,,,1,3,3,88,4,4,5,88,5,4,4,88,5,4,4,5,4,3,4,6,6,3,4,1,3,3,4,4,3,2,2,5,3,4,4,4,4,4,4,4,3,5,6,5,4,3,5,4,5,,,,,,,,,,,,,,,,,,,5,1,1,2,1,1,2,2,2,1,1,65,23
2572,475,1,4,1,4,0,0,0,0,0,1,3,3,3,3,3,3,3,3,1,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,3,88,1,1,2,88,5,88,4,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,88,88,88,88,88,88,2,,,,,,1,1,1,1,1,1,1,1,1,1,1,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,6,6,6,6,6,6,6,6,6,,,,,,,,,,1,2,31,13
2573,469,1,3,1,7,0,0,0,0,0,4,3,99,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,1,1,3,1,4,4,4,,,,,,50,,,,,,,,,2,3,3,3,3,3,3,3,5,5,3,4,4,4,3,4,3,2,4,5,4,4,4,2,2,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,2,3,2,3,3,3,2,,,,,,,,,,,,,,,,,,,1,2,34,42
2574,666,1,2,1,8,0,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,88,88,88,88,88,88,88,88,88,,,,,,,,,,,,,,,2,2,2,3,1,2,1,4,6,4,1,88,88,88,88,88,88,88,,,,,,1,1,2,1,1,3,1,4,5,4,1,88,88,88,88,88,88,4,5,4,3,4,2,5,2,4,,,,,,,,,,,,,,,,,,,3,3,3,4,3,5,4,4,4,1,2,53,23
2575,589,1,3,1,99,0,0,0,0,0,3,3,3,3,3,3,3,3,1,3,3,3,3,3,,,,,,,,1,,,88,,7,,,,,,,,2,3,2,3,3,3,4,3,4,,,,,,,,60,60,60,,,,,3,4,88,88,4,4,4,4,6,5,4,4,5,4,5,5,4,2,5,3,5,5,5,4,4,88,88,88,4,4,4,6,5,4,88,88,88,88,88,88,4,5,5,88,5,4,5,88,88,,,,,,,,,,,,,,,,,,,1,3,1,1,1,2,1,3,2,1,2,34,21
2576,1814,1,3,8,1,0,0,0,0,1,3,3,3,1,3,3,3,2,1,3,2,3,2,3,,,,,,,1,,,,12,,5,,,,,,,,1,4,3,3,5,5,2,1,4,36,36,0,36,36,34,,,,,,,,,3,88,3,5,4,3,4,1,,2,88,4,4,4,4,4,3,5,3,4,2,2,5,3,4,3,3,4,2,2,1,5,4,3,4,5,5,5,6,4,5,6,6,1,4,2,4,5,1,,,,,,,,,,,,,,,,,,,5,5,2,1,1,5,1,3,3,1,2,64,23
2577,740,1,2,7,5,1,2,0,0,0,3,3,3,2,3,3,3,3,3,3,3,3,88,3,,,,,,,1,,,,12,,,,,,,,,,2,1,3,3,3,3,3,4,99,,,,,,,,,,,,,,,3,3,4,4,4,3,4,2,5,4,3,4,4,4,4,4,4,2,,,,,,4,3,4,4,3,3,4,2,5,3,5,4,4,4,4,4,4,5,6,6,4,4,4,4,3,3,3,1,1,1,1,1,1,4,1,,,,,,,,,,,,,,,,,,,1,2,38,43
2578,240,1,2,8,99,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,50,50,50,50,50,50,50,50,50,50,50,50,50,50,88,88,88,88,88,88,88,88,6,88,88,88,88,88,88,88,88,88,4,4,4,4,4,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,1,2,77,24
2579,930,1,4,9,7,0,0,0,0,0,1,2,3,3,3,3,3,3,3,3,1,2,2,3,1,,,,,1,,,,1,1,,3,,,,,,,,3,2,2,2,4,4,2,2,4,60,,,,,,,66,75,75,30,70,70,30,3,2,3,3,3,1,3,1,5,5,5,5,6,2,5,6,2,2,4,6,4,3,5,4,2,4,3,4,3,3,1,5,5,5,5,5,2,5,5,2,4,5,5,4,5,3,4,2,1,2,3,1,1,1,1,2,1,1,,,,,,,,,,,,,,,,,,,1,1,20,27
2580,1991,1,3,6,2,0,0,0,0,3,3,2,3,88,3,3,1,2,2,3,3,1,88,88,,,,,,,,1,,,12,,5,,,,,,,,3,2,1,2,3,4,5,3,4,,,,,,,,60,60,,,,,,,4,,88,4,,,88,6,2,,4,2,1,4,5,5,2,5,7,5,5,5,88,3,88,88,5,3,3,4,6,4,3,4,4,88,4,4,4,5,4,4,4,3,88,4,5,5,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,1,2,62,42
2581,89139,1,3,6,5,0,0,0,0,3,3,3,3,1,3,3,3,2,3,3,1,3,1,3,,,,,,,,1,,,12,,5,2,2,6,1,1,1,1,4,2,2,2,3,3,2,2,4,49,24,9,58,7,8,1,50,57,50,50,50,50,37,4,4,3,4,3,4,4,4,5,4,3,3,3,3,3,3,3,2,3,3,4,3,3,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,4,5,5,3,4,3,4,3,2,,,,,,,,,,4,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,64,33
2582,564,1,4,1,5,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,5,,4,9,3,5,1,4,2,10,4,3,2,3,5,3,2,2,4,50,24,0,87,5,23,0,50,50,62,62,66,71,69,3,3,4,4,5,4,3,4,6,4,4,88,88,5,4,4,88,2,5,5,5,5,5,3,3,3,3,2,3,3,2,6,3,4,4,3,3,3,4,4,6,5,6,6,4,2,4,4,3,,,,,,,,,,,,,,,,,,,2,2,2,2,3,2,1,2,2,1,1,30,13
2583,1067,1,4,6,99,0,0,0,0,2,3,3,1,1,3,3,3,1,1,1,1,3,2,3,1,,,,1,,,,,88,88,,,,,,,,,,1,1,1,1,99,1,5,4,5,,,,,,,,,,,,,,,3,3,3,3,3,3,4,3,4,5,5,6,6,1,6,6,1,2,6,6,6,6,6,2,2,2,2,2,2,2,1,4,4,4,4,4,1,4,4,1,6,1,6,1,6,1,6,6,1,,,,,,,,,,,,,,,,,,,1,5,1,1,1,6,5,5,1,1,2,53,21
2584,577,1,3,6,8,0,0,0,0,3,2,3,3,3,3,3,3,1,3,3,2,2,3,3,,,,,,,,1,,,99,,,,,,,,,,99,99,99,99,99,99,99,99,99,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,7,7,7,7,7,7,7,7,7,,,,,,,,,,1,2,56,28
2585,736,1,3,8,8,0,0,0,0,1,3,2,3,3,3,3,3,3,2,3,3,3,3,3,,,,,,,,1,,,12,,5,5,5,5,5,5,5,5,3,4,1,1,4,3,3,4,4,0,18,53,4,0,0,0,89,3,21,0,8,12,1,1,2,3,3,3,2,3,2,5,4,4,3,1,3,4,2,3,2,1,1,2,1,1,1,1,2,2,2,2,2,1,4,4,3,3,3,4,2,4,4,4,5,5,1,4,4,4,1,4,4,3,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,1,2,58,17
2586,905,1,3,5,5,0,1,1,0,0,1,3,2,3,3,3,88,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,1,1,1,1,4,3,3,3,4,,,,,,,,,46,,,23,,,1,1,2,2,4,4,3,1,3,2,2,3,3,3,3,3,88,3,,,,,,1,3,1,2,4,4,3,2,3,1,1,88,88,88,88,88,88,88,4,88,88,88,88,2,3,4,1,1,3,2,3,2,3,1,3,,,,,,,,,,,,,,,,,,,1,1,60,22
2587,397,1,2,1,4,0,0,0,0,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,5,3,3,4,4,4,5,4,4,2,,,,,,3,3,3,3,3,3,3,3,4,3,2,3,2,2,3,2,2,4,6,5,3,5,3,5,5,3,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,1,1,61,23
2588,1100,1,3,5,3,0,0,0,0,0,2,3,2,2,3,3,3,3,1,3,88,3,3,3,,,,,,,1,,,,9,,3,10,7,7,0,7,7,6,2,2,2,2,3,3,4,4,4,55,50,36,50,50,22,61,,,,100,,,,2,3,3,3,3,1,2,1,5,4,4,4,4,4,4,2,3,2,3,5,3,3,3,1,2,1,1,1,1,1,1,4,2,2,4,3,4,3,3,2,3,5,4,4,4,2,4,1,5,,,,,,,,,,,,,,,,,,,3,2,2,2,2,3,2,2,3,1,2,66,45
2589,529,1,4,6,7,3,2,1,0,0,3,3,2,2,3,3,3,2,2,3,1,2,2,3,,,,,,1,,,,,12,,,,,,,,,,2,2,3,3,2,4,88,5,4,,,,,,,,,,,,,,,88,4,5,5,4,4,88,3,5,5,5,88,5,4,5,5,4,2,5,4,5,4,4,88,88,5,4,4,5,88,2,6,5,6,4,5,5,5,5,4,5,5,6,88,6,88,5,88,4,6,1,2,2,2,5,5,6,2,,,,,,,,,,,,,,,,,,,1,2,41,20
2590,584,1,3,1,3,0,0,0,0,0,99,3,2,3,3,3,3,3,2,3,3,3,3,3,1,,,,,,,,,1,12,,,,,,,,,,3,2,1,1,4,2,3,2,4,,,,,,,,,,,,,,,1,3,4,1,88,4,3,1,6,4,4,4,4,4,4,88,2,2,2,2,1,1,1,3,3,88,88,3,88,3,1,6,4,4,4,5,4,4,88,3,4,5,5,4,3,88,88,3,88,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,3,1,1,2,31,8
2591,568,1,5,1,7,0,0,0,0,0,3,3,3,2,3,3,3,3,3,1,1,1,1,3,1,,,,,1,,,,1,12,,,,,,,,,,4,4,2,1,4,2,2,2,4,,,,,,,,61,47,58,0,0,0,0,3,3,4,3,3,3,4,3,5,5,3,4,4,4,4,4,4,2,4,3,4,4,4,3,3,4,3,3,3,4,3,5,5,3,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,4,2,2,4,2,3,4,2,,,,,,,,,,,,,,,,,,,1,2,40,12
2592,1816,1,4,1,12,1,0,0,0,0,1,3,3,2,3,3,3,3,1,2,2,1,3,3,1,1,,,1,,,,,1,1,,1,3,4,1,8,4,,,4,2,2,4,3,3,2,2,4,82,76,19,67,35,69,,65,67,59,36,63,,,5,5,6,4,5,5,5,2,5,5,5,4,4,4,4,4,3,2,,5,5,,5,5,4,6,4,4,5,5,3,6,5,6,4,5,4,4,4,4,5,6,4,6,3,4,6,6,1,,,,,,,,,,3,2,3,2,3,3,2,2,3,,,,,,,,,,1,1,43,13
2593,1295,1,3,10,99,0,0,0,0,2,3,3,3,3,3,3,3,2,1,2,88,1,1,3,,,,,,,,1,,,12,,5,10,5,7,0,,5,,3,3,1,2,88,3,2,3,4,,,,,,,,,,50,,,,,2,88,88,88,88,88,3,2,4,4,2,88,88,88,88,4,88,2,3,3,4,4,3,2,88,88,88,88,88,88,2,5,5,1,88,88,88,88,88,88,4,5,3,88,4,88,88,2,4,,,,,,,,,,,,,,,,,,,5,5,2,2,6,3,5,4,6,1,2,70,40
2594,605,1,2,9,4,0,0,0,0,0,3,3,3,1,3,2,3,3,88,3,1,1,1,3,,,,,,,,1,,,1,,7,9,2,6,0,6,7,4,2,4,4,4,4,4,2,2,4,83,20,0,41,95,35,29,36,74,55,57,30,44,8,4,4,4,4,4,4,4,4,6,6,5,4,5,4,4,5,4,2,5,5,5,5,5,4,4,4,4,4,4,4,3,5,4,4,4,4,3,4,4,3,4,5,6,5,5,3,4,5,4,,,,,,,,,,2,3,1,2,2,1,2,2,1,,,,,,,,,,1,1,18,23
2595,2164,1,4,1,6,1,0,0,0,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,6,6,7,6,6,5,5,4,4,2,4,1,5,2,4,4,3,49,50,66,35,43,33,68,,,,,,,,5,4,4,4,5,4,5,5,5,5,5,3,4,3,2,3,1,2,5,4,5,3,5,4,1,4,3,3,3,4,2,3,4,3,3,4,3,4,3,3,2,2,2,2,3,2,3,2,3,,,,,,,,,,5,5,4,5,4,4,5,5,5,,,,,,,,,,1,1,29,23
2596,1051,1,4,11,99,0,0,0,0,0,1,3,3,3,3,3,3,3,1,1,1,3,1,3,1,1,,,1,,1,,,1,12,,10,8,7,3,,,,,3,4,1,1,2,1,1,1,4,0,0,0,0,0,0,0,20,19,81,10,10,10,10,3,4,4,4,88,4,3,3,4,4,4,99,99,99,99,99,99,2,4,5,4,4,4,2,4,2,3,99,99,2,2,3,4,2,88,88,88,88,88,88,5,5,4,4,5,4,5,1,6,,,,,,,,,,,,,,,,,,,3,3,2,2,2,2,3,2,2,1,2,70,40
2597,554,1,2,6,7,0,1,1,0,0,3,3,3,3,3,3,3,3,1,3,2,2,2,3,,,,,,,,1,,,12,,,,,,,,,,1,3,3,2,4,88,2,2,4,,,,,,,,,,,,,,,3,3,88,88,88,5,1,88,4,4,3,5,5,6,5,6,4,2,1,1,3,4,2,88,88,88,88,88,88,88,88,5,88,3,88,88,88,88,88,88,4,5,6,4,4,88,5,5,4,2,3,2,2,3,4,4,3,2,,,,,,,,,,,,,,,,,,,1,2,36,13
2598,755,1,2,10,99,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,1,,,12,,5,5,5,5,5,5,5,5,3,2,1,1,5,2,1,1,4,49,,,,,,,72,50,50,,,,,2,88,99,3,2,99,3,88,5,99,99,88,88,88,88,88,88,88,,,,,,3,2,88,88,88,88,2,2,5,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,88,,,,,,,,,,6,6,6,6,6,6,6,6,6,,,,,,,,,,1,1,74,38
2599,729,1,1,10,4,0,0,0,0,1,4,3,3,3,3,3,3,3,3,3,3,1,1,3,,,,,,,,1,,,12,,7,6,4,4,,,4,,4,1,1,1,3,4,2,2,4,30,20,50,60,20,0,,60,70,60,50,50,50,50,2,3,3,3,3,2,3,3,4,4,4,88,4,3,88,4,3,2,3,4,4,3,3,2,3,88,3,2,3,3,2,4,4,4,88,88,88,88,88,88,5,4,5,4,4,4,4,4,5,,,,,,,,,,,,,,,,,,,5,2,2,2,4,4,3,2,1,1,2,76,22
2600,1815,1,2,6,4,0,0,0,0,2,1,3,3,2,3,3,3,3,1,1,88,3,1,3,1,,,,,,1,,,1,2,,,,,,2,,,,3,3,2,2,3,3,3,2,4,30,,,,,30,,,,,,,,,4,4,4,5,4,4,4,2,5,4,5,5,5,5,5,5,5,2,5,5,5,4,4,4,4,3,4,5,4,3,2,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,5,3,4,,,,,,,,,,,,,,,,,,,2,3,2,2,2,2,2,2,2,1,2,70,4
2601,267,1,4,1,7,0,0,0,0,0,1,3,2,2,3,3,3,3,2,3,3,3,3,3,,,,,,,,1,,,12,,6,8,7,7,7,7,7,8,2,1,2,2,2,1,2,2,4,74,78,80,83,80,79,80,77,78,78,83,78,81,76,4,3,5,4,4,4,3,5,5,3,5,6,6,6,5,6,6,2,5,5,6,5,5,6,6,6,6,88,6,6,6,5,88,6,5,5,5,5,4,4,6,6,5,6,6,5,5,6,6,,,,,,,,,,2,3,3,2,2,3,2,2,3,,,,,,,,,,1,1,24,27
2602,949,1,2,10,1,0,0,0,0,0,3,3,2,2,3,3,3,1,2,3,2,3,3,3,,,,,,,,1,,,12,,,,,,,,,,2,4,1,1,3,1,2,2,4,,,,,,,,,,,,,,,3,2,3,3,3,3,3,4,3,4,3,4,5,3,4,5,5,2,,,,,,1,2,3,3,88,3,3,4,3,4,88,4,4,3,4,4,4,5,5,5,5,4,3,4,5,4,,,,,,,,,,,,,,,,,,,3,3,3,2,4,3,3,5,3,1,2,60,27
2603,929,1,3,5,12,0,0,0,0,2,3,3,3,3,3,3,2,2,2,3,3,3,2,3,,,,,,,,1,,,12,,5,,,,,,,,3,2,2,1,4,1,2,4,4,,,,,,,,,,,,,,,3,3,88,88,88,2,3,3,4,2,2,3,4,4,4,4,3,2,5,3,5,3,3,3,3,2,2,3,3,3,4,4,3,3,4,5,2,4,4,2,4,4,4,3,5,4,5,2,4,,,,,,,,,,2,4,1,2,3,2,3,2,2,,,,,,,,,,1,2,60,11
2604,906,1,3,8,99,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,1,3,3,,,,,,,,1,,,88,,,,,,,,,,2,3,3,3,2,3,4,5,4,,,,,,,,,,,,,,,4,4,4,4,88,4,4,4,6,4,88,88,3,4,88,2,2,2,4,4,3,4,4,88,88,88,88,88,88,88,88,5,3,88,88,88,88,88,88,88,4,5,4,3,88,4,4,3,2,,,,,,,,,,3,4,2,3,2,4,1,2,2,,,,,,,,,,1,2,35,14
2605,2150,1,2,8,3,0,0,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,1,12,,,,,,,,,,2,2,2,3,4,2,3,3,4,,,,,,,,,50,50,,,,,88,88,88,4,88,88,88,88,5,88,88,4,5,4,4,6,5,2,4,5,5,5,4,3,4,3,4,3,3,4,4,5,4,4,4,4,4,4,4,4,6,6,5,4,6,4,6,5,3,,,,,,,,,,3,2,1,1,1,1,1,2,2,,,,,,,,,,1,2,71,1
2606,1146,1,3,6,3,0,0,0,0,2,1,3,3,2,3,3,3,3,3,2,3,2,2,3,,,,,,,,1,,,12,,5,6,5,4,2,5,5,5,2,3,2,2,2,2,4,3,4,,,,,,,,,,,,,,,1,4,3,88,2,4,3,2,4,3,3,3,4,3,5,4,4,3,2,2,4,3,3,2,3,3,3,2,3,3,2,4,3,3,3,3,2,3,3,3,4,4,5,3,4,3,4,5,4,,,,,,,,,,3,4,2,2,2,4,3,3,2,,,,,,,,,,1,2,60,1
2607,847,1,5,11,13,0,0,0,0,0,1,2,2,2,2,3,3,1,2,2,2,2,3,3,,,1,1,,,,,,,88,,8,4,1,5,0,4,6,5,2,1,3,3,5,2,1,1,4,41,0,0,40,43,3,29,41,73,51,73,0,0,4,4,4,4,3,1,4,4,88,4,88,4,4,4,4,4,1,2,2,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,88,88,88,88,88,88,6,6,6,6,6,6,6,6,3,,,,,,,,,,6,6,2,2,2,2,2,2,2,,,,,,,,,,1,2,65,14
2608,2965,1,3,10,5,0,0,0,0,1,3,3,2,1,3,2,2,2,2,2,2,2,3,3,1,,,,,,,,,1,99,,2,9,3,8,0,6,6,7,4,4,2,3,4,3,3,3,4,13,60,89,18,24,19,10,81,,85,9,85,78,92,4,3,4,5,88,4,4,3,5,4,88,3,5,4,88,5,4,2,6,6,4,4,5,2,4,3,4,4,4,4,2,4,4,3,3,5,88,3,4,3,5,4,6,3,4,2,4,5,1,,,,,,,,,,,,,,,,,,,2,4,1,1,4,2,2,1,1,1,2,71,19
2609,1408,1,2,8,4,0,0,0,0,0,4,3,3,3,3,3,3,1,3,3,3,3,3,3,,,,,,,,1,,,12,,,,,,,,,,4,2,3,3,2,3,2,3,4,,,,,,,,,,,,,,,4,4,88,4,88,3,3,2,5,88,88,3,4,88,88,3,3,3,,,,,,3,4,88,3,88,88,88,3,5,3,88,88,4,88,3,88,3,5,5,5,5,5,5,5,6,4,,,,,,,,,,2,2,2,2,2,2,2,2,2,,,,,,,,,,1,2,71,2
